data.subscription_type,data.username,data.name,data.description,data.profile_banner_url,data.most_recent_tweet_id,data.receives_your_dm,data.verified,data.pinned_tweet_id,data.verified_type,data.profile_image_url,data.url,data.protected,data.id,data.created_at,data.entities.url.urls,data.entities.description.urls,data.public_metrics.followers_count,data.public_metrics.following_count,data.public_metrics.tweet_count,data.public_metrics.listed_count,data.public_metrics.like_count,data.location,data.entities.description.mentions,data.entities.description.hashtags
None,pahwa_nitish,Nitish Pahwa,"Associate business and tech writer at Slate. He/him. nitish.pahwa@slate.com. nitishpahwa @ https://t.co/4pkPPrQyDt. Please feel free to send me tips, but not pitches",,1844849891706589577,False,False,1831363058838749599,none,https://pbs.twimg.com/profile_images/1673564775354183683/VUxZOHLi_normal.jpg,https://t.co/gtASEJnpTr,False,378322892,2011-09-23T00:50:56.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/gtASEJnpTr', 'expanded_url': 'https://slate.com/author/nitish-pahwa', 'display_url': 'slate.com/author/nitish-…'}]","[{'start': 91, 'end': 114, 'url': 'https://t.co/4pkPPrQyDt', 'expanded_url': 'http://bsky.social', 'display_url': 'bsky.social'}]",3526,4152,17856,55,146953,BROOKLYN I know I know I know,,
None,nvisser,Nick Visser,"Senior Reporter // @HuffPost breaking team. Environment, politics, world news. 🏳️‍🌈
💫 nick.visser@huffpost.com",https://pbs.twimg.com/profile_banners/21115142/1398308707,1706877699288129880,False,False,,none,https://pbs.twimg.com/profile_images/718694214691729408/ZDV4RV_m_normal.jpg,https://t.co/uNcHsnqk4p,False,21115142,2009-02-17T18:36:35.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/uNcHsnqk4p', 'expanded_url': 'https://www.huffpost.com/author/nick-visser', 'display_url': 'huffpost.com/author/nick-vi…'}]",,2862,1619,230,0,2570,"Sydney, New South Wales","[{'start': 19, 'end': 28, 'username': 'HuffPost'}]",
None,nberlat,Noah Berlatsky,"he/him. Bylines: Public Notice, CNN, Prism, Atlantic, WaPo. Member CIC. Poetry collection Not Akhmatova: https://t.co/BzkAMBWmah",https://pbs.twimg.com/profile_banners/252643801/1637033786,1844863592589607028,False,False,1816334665810166036,none,https://pbs.twimg.com/profile_images/1245741124/SkullDude_normal.gif,https://t.co/a5TzLZ5IIq,False,252643801,2011-02-15T16:25:21.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/a5TzLZ5IIq', 'expanded_url': 'http://www.everythingishorrible.net', 'display_url': 'everythingishorrible.net'}]","[{'start': 105, 'end': 128, 'url': 'https://t.co/BzkAMBWmah', 'expanded_url': 'https://www.benyehudapress.com/books/not-ak', 'display_url': 'benyehudapress.com/books/not-ak'}]",22906,5814,514472,530,157351,,,
None,mhdelaney,Maria Delaney,Editor @TJ_Investigates • The new home for investigative journalism @thejournal_ie //🕵️‍♀️ Reporting: Social justice • Health • Science • FOI,https://pbs.twimg.com/profile_banners/306252199/1726437910,1844323535319351482,False,False,1835699542504640958,none,https://pbs.twimg.com/profile_images/1835445756934672384/qiSMBYE3_normal.jpg,https://t.co/3nGr05uAXs,False,306252199,2011-05-27T15:14:15.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/3nGr05uAXs', 'expanded_url': 'https://www.TheJournal.ie/Investigates/About/', 'display_url': 'TheJournal.ie/Investigates/A…'}]",,4020,788,872,141,339,Ireland,"[{'start': 7, 'end': 23, 'username': 'TJ_Investigates'}, {'start': 68, 'end': 82, 'username': 'thejournal_ie'}]",
None,lesleyjones,Lesley Jones,"Full of ideas and crisps. Passion for cars and dogs. Writes, edits, tests and talks for money. Not @lesdoggg. I wish.",https://pbs.twimg.com/profile_banners/14712058/1352322873,1762988046763364603,False,False,,none,https://pbs.twimg.com/profile_images/1397818687239905280/A2hW5E5D_normal.jpg,,False,14712058,2008-05-09T11:05:16.000Z,,,2586,1838,43347,38,2146,Glasgow and London,"[{'start': 99, 'end': 108, 'username': 'lesdoggg'}]",
None,SchottHappens,BRYAN SCHOTT,"I write about politics. Sometimes it goes well.

Support my work at https://t.co/sOMZ997JX4",https://pbs.twimg.com/profile_banners/8705472/1727320985,1844860070405996873,False,False,1516748530349748229,none,https://pbs.twimg.com/profile_images/1794095737216647168/78bHNidk_normal.jpg,https://t.co/uYOeGHsZML,False,8705472,2007-09-06T19:14:43.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/uYOeGHsZML', 'expanded_url': 'https://linkin.bio/schotthappens', 'display_url': 'linkin.bio/schotthappens'}]","[{'start': 68, 'end': 91, 'url': 'https://t.co/sOMZ997JX4', 'expanded_url': 'http://utahpoliticalwatch.news', 'display_url': 'utahpoliticalwatch.news'}]",15316,3816,12625,223,2789,"Salt Lake City, UT, USA",,
None,CarmeloGarc1a,Carmelo Garcia,Local democracy reporter for Gloucestershire based at @GlosLiveOnline Got a story? 📩 carmelo.garcia@reachplc.com | #COYS,https://pbs.twimg.com/profile_banners/1337636755/1624723066,1844830227874164833,False,True,,blue,https://pbs.twimg.com/profile_images/985262174816829445/FGN-x9U-_normal.jpg,https://t.co/TnmzLk0Dqg,False,1337636755,2013-04-08T21:07:13.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/TnmzLk0Dqg', 'expanded_url': 'https://www.gloucestershirelive.co.uk/authors/carmelo-garcia/', 'display_url': 'gloucestershirelive.co.uk/authors/carmel…'}]",,1177,931,2080,23,1000,,"[{'start': 54, 'end': 69, 'username': 'GlosLiveOnline'}]","[{'start': 115, 'end': 120, 'tag': 'COYS'}]"
None,Joypress,Joy Press,Correspondent @VanityFair // Author of Stealing the Show // https://t.co/H3Db1FqeZ4 // Bsky: @joypress// Threads: @joypress101,https://pbs.twimg.com/profile_banners/25708013/1517631981,1840591858621120825,False,False,1673700071425343488,none,https://pbs.twimg.com/profile_images/1009691871520612352/zY702sFc_normal.jpg,https://t.co/fCEfuOnpVd,False,25708013,2009-03-21T18:29:31.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/fCEfuOnpVd', 'expanded_url': 'https://www.vanityfair.com/contributor/joy-press', 'display_url': 'vanityfair.com/contributor/jo…'}]","[{'start': 60, 'end': 83, 'url': 'https://t.co/H3Db1FqeZ4', 'expanded_url': 'http://joy-press.com', 'display_url': 'joy-press.com'}]",10726,946,13789,324,7812,Los Angeles,"[{'start': 14, 'end': 25, 'username': 'VanityFair'}, {'start': 93, 'end': 102, 'username': 'joypress'}, {'start': 114, 'end': 126, 'username': 'joypress101'}]",
None,missytwrites,missy 𝗕𝗟𝗔𝗖𝗞𝗟𝗜𝗩𝗘𝗦𝗠𝗔𝗧𝗧𝗘𝗥,"Disabled queer writer. Talk to me about Mass Effect, Drag Race and Steve Rogers. Find my writing @checkpointau.
🏳️‍🌈 they/them",https://pbs.twimg.com/profile_banners/20841332/1667264616,1834176327685120345,False,False,1593421356095262720,none,https://pbs.twimg.com/profile_images/1587248025700687872/Y-8nAZGi_normal.jpg,https://t.co/8XlnB2qteN,False,20841332,2009-02-14T10:55:38.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/8XlnB2qteN', 'expanded_url': 'https://linktr.ee/missytwrites', 'display_url': 'linktr.ee/missytwrites'}]",,284,207,21027,0,37678,Bunurong/Wurundjeri Kulin land,"[{'start': 97, 'end': 110, 'username': 'checkpointau'}]",
None,godgrrl,"Cathleen Falsani, Emotional Support Angel 🌊",Author | Journo | Literary consultant | ✍️ https://t.co/b3vyUDC0HP | Irish citizen | Alumna @suntimes @sojourners @ocregister etc | Subscribe: https://t.co/FjRzXgjBYV,https://pbs.twimg.com/profile_banners/14335577/1667243857,1844262919225344164,False,False,,none,https://pbs.twimg.com/profile_images/1397227164513148930/gJqnarOh_normal.jpg,https://t.co/Q7GxQiZSw7,False,14335577,2008-04-08T20:06:53.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/Q7GxQiZSw7', 'expanded_url': 'https://www.sinnersandsaintscreative.com', 'display_url': 'sinnersandsaintscreative.com'}]","[{'start': 43, 'end': 66, 'url': 'https://t.co/b3vyUDC0HP', 'expanded_url': 'http://u2.com', 'display_url': 'u2.com'}, {'start': 143, 'end': 166, 'url': 'https://t.co/FjRzXgjBYV', 'expanded_url': 'http://falsani.com', 'display_url': 'falsani.com'}]",12588,1549,85907,579,109133,godgrrl@gmail.com,"[{'start': 92, 'end': 101, 'username': 'suntimes'}, {'start': 102, 'end': 113, 'username': 'sojourners'}, {'start': 114, 'end': 125, 'username': 'ocregister'}]",
None,AnneENConnor,Anne Connor,"Science writer and editor... Pragmatic idealist… Teacher. 
Work at JHU as a science writer/editor and adjunct in the MA in science writing program.",https://pbs.twimg.com/profile_banners/2968106641/1662375421,1788691712262480262,False,False,,none,https://pbs.twimg.com/profile_images/1483886144140058632/W6N6QILs_normal.jpg,https://t.co/wat7g1mkqR,True,2968106641,2015-01-09T04:18:41.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/wat7g1mkqR', 'expanded_url': 'https://applegatesci.com', 'display_url': 'applegatesci.com'}]",,537,1181,3989,21,9321,"Vermont, USA",,
None,kakape,Kai Kupferschmidt,"@kakape.bsky.social science journalist. molecular biologist. curious. writer at @sciencemagazine part of @pandemiapodcast, all things #blue",https://pbs.twimg.com/profile_banners/45586617/1675979248,1844847742277046272,False,True,1643993203799113730,blue,https://pbs.twimg.com/profile_images/1623801452819894272/vRLQed-z_normal.jpg,https://t.co/aQGTOoefTF,False,45586617,2009-06-08T15:17:36.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/aQGTOoefTF', 'expanded_url': 'https://www.sciencemag.org/author/kai-kupferschmidt', 'display_url': 'sciencemag.org/author/kai-kup…'}]",,149674,2187,24788,4153,10819,"Berlin, Germany","[{'start': 0, 'end': 7, 'username': 'kakape'}, {'start': 80, 'end': 96, 'username': 'sciencemagazine'}, {'start': 105, 'end': 121, 'username': 'pandemiapodcast'}]","[{'start': 134, 'end': 139, 'tag': 'blue'}]"
None,Leighlo,Leigh :) Stark 🦄,Award-winning podcaster & editor https://t.co/G5Z5ZLdANi. Journalist. Reviewer. SEO. Author. Photographer. Geek dad. Created https://t.co/NLPsUH0f9k. Happy to help.,https://pbs.twimg.com/profile_banners/15818084/1680300152,1844490487903944932,False,False,1831491175162995024,none,https://pbs.twimg.com/profile_images/1214946754556317696/1fBqXu74_normal.jpg,https://t.co/KmoRiecvcV,False,15818084,2008-08-12T03:27:12.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/KmoRiecvcV', 'expanded_url': 'https://www.leighlo.com', 'display_url': 'leighlo.com'}]","[{'start': 33, 'end': 56, 'url': 'https://t.co/G5Z5ZLdANi', 'expanded_url': 'http://pickr.com.au', 'display_url': 'pickr.com.au'}, {'start': 125, 'end': 148, 'url': 'https://t.co/NLPsUH0f9k', 'expanded_url': 'http://simplsaver.com', 'display_url': 'simplsaver.com'}]",3977,1098,38907,104,13583,"Sydney, Australia.",,
None,brianhioe,Brian Hioe 丘琦欣,"Editor @newbloommag, writes @Diplomat_APAC @itsflaminghydra @popula. Words @washingtonpost @thenation @guardian. Nonresident fellow @UoN_TRH",https://pbs.twimg.com/profile_banners/203822998/1700824815,1844817922457522504,False,False,1810225105223766193,none,https://pbs.twimg.com/profile_images/1142945336341803008/zFY4vlrx_normal.png,https://t.co/pVZAGWQuOM,False,203822998,2010-10-17T06:58:29.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/pVZAGWQuOM', 'expanded_url': 'https://brianhioe.info/', 'display_url': 'brianhioe.info'}]",,25795,5423,51080,356,57433,"Taipei, Taiwan","[{'start': 7, 'end': 19, 'username': 'newbloommag'}, {'start': 28, 'end': 42, 'username': 'Diplomat_APAC'}, {'start': 43, 'end': 59, 'username': 'itsflaminghydra'}, {'start': 60, 'end': 67, 'username': 'popula'}, {'start': 75, 'end': 90, 'username': 'washingtonpost'}, {'start': 91, 'end': 101, 'username': 'thenation'}, {'start': 102, 'end': 111, 'username': 'guardian'}, {'start': 132, 'end': 140, 'username': 'UoN_TRH'}]",
None,liamdann,Liam Dann,NZ Herald Business Editor at Large. For a more comprehensive page of NZ Herald economic stories follow on Facebook: Liam Dann: EconomyHub,https://pbs.twimg.com/profile_banners/93554494/1399799010,1841628344976343527,False,False,1024438535850344448,none,https://pbs.twimg.com/profile_images/1640929613701578752/UsIZ7hy__normal.jpg,,False,93554494,2009-11-30T03:50:16.000Z,,,6578,1831,12988,122,6643,,,
None,joshtpm,Josh Marshall,Founder & reigning monarch at TPM. Lapsed historian. Hand tool woodworker. ✡️ (Sign up for The Backchannel https://t.co/GpsQ8cC6vk),https://pbs.twimg.com/profile_banners/21268897/1587866519,1844855444025553323,False,True,,blue,https://pbs.twimg.com/profile_images/1836895475171053569/RiwiLvwA_normal.jpg,https://t.co/0lwal0g3Em,False,21268897,2009-02-19T02:41:22.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/0lwal0g3Em', 'expanded_url': 'http://talkingpointsmemo.com', 'display_url': 'talkingpointsmemo.com'}]","[{'start': 107, 'end': 130, 'url': 'https://t.co/GpsQ8cC6vk', 'expanded_url': 'http://bit.ly/3LXafUs', 'display_url': 'bit.ly/3LXafUs'}]",401616,882,309456,8174,7181,New York,,
None,juhasaarinen,J u h a,Technology journalist.  @juha@mastodon.nz @juha.bsky.social,https://pbs.twimg.com/profile_banners/15829574/1520542077,1844862555468280246,False,False,878830236141408256,none,https://pbs.twimg.com/profile_images/1764557024518672384/Pvehp_ce_normal.jpg,https://t.co/SnpPb0VPow,False,15829574,2008-08-12T23:00:51.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/SnpPb0VPow', 'expanded_url': 'https://www.interest.co.nz/technology', 'display_url': 'interest.co.nz/technology'}]",,13813,12346,279589,543,110778,Around the 30th.,"[{'start': 42, 'end': 47, 'username': 'juha'}]",
None,BairbreFlood,Bairbre Flood 🧡,"Journalist & writer  ▶️ radio documentaries & podcasts: migration, human rights, refugee solidarity. She/her.  https://t.co/w9gyKOV7mY",https://pbs.twimg.com/profile_banners/1267637352/1641493392,1843670978137862445,False,False,1579774545309110273,none,https://pbs.twimg.com/profile_images/1753158937262620672/QLvu1TBj_normal.jpg,https://t.co/SIvYv8V7hl,False,1267637352,2013-03-14T18:10:53.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/SIvYv8V7hl', 'expanded_url': 'https://www.bairbreflood.org', 'display_url': 'bairbreflood.org'}]","[{'start': 111, 'end': 134, 'url': 'https://t.co/w9gyKOV7mY', 'expanded_url': 'http://linktr.ee/bairbreflood', 'display_url': 'linktr.ee/bairbreflood'}]",2481,2276,2883,19,3333,Ireland,,
None,ari_schneider,Ari Schneider,"Senior Writer, Mountain Gazette",https://pbs.twimg.com/profile_banners/272911612/1676044473,1811192233225314739,False,False,,none,https://pbs.twimg.com/profile_images/1819901779883991040/nPGeYW8w_normal.jpg,https://t.co/FYKuTxQkQh,False,272911612,2011-03-27T12:35:32.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/FYKuTxQkQh', 'expanded_url': 'https://arischneider.com', 'display_url': 'arischneider.com'}]",,2566,1353,29,28,5205,"Boulder, Colo.",,
None,jrcloutier,Jimmy Cloutier,"Level 31 human | Investigative data journalist @PittsburghPG | Previously @opensecrets, @news21 | RPCV Armenia | Québécois + American | RTs ≠ Endorsement",https://pbs.twimg.com/profile_banners/811257951658844160/1682545446,1843497638332903535,False,False,,none,https://pbs.twimg.com/profile_images/838008675503640576/rXYdbDOs_normal.jpg,,False,811257951658844160,2016-12-20T17:12:22.000Z,,,518,1141,301,11,300,,"[{'start': 47, 'end': 60, 'username': 'PittsburghPG'}, {'start': 74, 'end': 86, 'username': 'opensecrets'}, {'start': 88, 'end': 95, 'username': 'news21'}]",
None,ericgeller,Eric Geller,Freelance cybersecurity reporter covering all things digital security. I also co-host @hothtakes. | Send me tips: https://t.co/j2VflOTeFS,https://pbs.twimg.com/profile_banners/3817401/1639701554,1844811635891851728,False,False,1838588259812938093,none,https://pbs.twimg.com/profile_images/1815824739446788096/t55178b5_normal.jpg,https://t.co/cfFkGPjPch,False,3817401,2007-04-08T20:27:11.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/cfFkGPjPch', 'expanded_url': 'http://www.ericjgeller.com', 'display_url': 'ericjgeller.com'}]","[{'start': 114, 'end': 137, 'url': 'https://t.co/j2VflOTeFS', 'expanded_url': 'http://bit.ly/contactejg', 'display_url': 'bit.ly/contactejg'}]",83290,886,294908,2323,4,"Washington, D.C.","[{'start': 86, 'end': 96, 'username': 'hothtakes'}]",
None,provenself,Peter Rubin,@provenself on Threads. @longreads and @atavist at @automattic. no longer notable.,https://pbs.twimg.com/profile_banners/18225633/1596061744,1780638655360725204,False,False,,none,https://pbs.twimg.com/profile_images/1589370949932982272/UBwfCE3__normal.jpg,,False,18225633,2008-12-18T21:18:34.000Z,,,8799,795,11432,283,5767,"Oakland, CA","[{'start': 0, 'end': 11, 'username': 'provenself'}, {'start': 24, 'end': 34, 'username': 'longreads'}, {'start': 39, 'end': 47, 'username': 'atavist'}, {'start': 51, 'end': 62, 'username': 'automattic'}]",
None,TenuredRadical,Claire Potter,"Historian, op-ed writer, reviewer, podcaster, Substacker | Book: Political Junkies (Basic Books, 2020) | Rep: Roz Foster, Frances Goldin Lit | #KamalaHarris2024",https://pbs.twimg.com/profile_banners/34126745/1722104236,1844827919014596694,False,True,1834230431568298016,blue,https://pbs.twimg.com/profile_images/1540533857358839812/XvIdoqIe_normal.jpg,https://t.co/k3hND6hd1n,False,34126745,2009-04-22T01:23:01.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/k3hND6hd1n', 'expanded_url': 'https://clairepotter.com/', 'display_url': 'clairepotter.com'}]",,12196,863,44845,362,14168,"New York, NY",,"[{'start': 143, 'end': 160, 'tag': 'KamalaHarris2024'}]"
None,rrgarver,Rob Garver,"Freelance writer. Mostly Voice of America, American Banker
Bluesky: @rrgarver.bsky.social

Mastodon here: @rrgarver@journa.host

Threads: @rrgarver",,1375927936377831427,False,False,900723859116236801,none,https://pbs.twimg.com/profile_images/1567525441933647873/br_b2rSw_normal.jpg,,False,19721585,2009-01-29T17:26:11.000Z,,,2010,2049,45,81,3717,"Alexandria, VA","[{'start': 68, 'end': 77, 'username': 'rrgarver'}, {'start': 138, 'end': 147, 'username': 'rrgarver'}]",
None,CraftyReporter,Ann Murphy,"The musings of Ann Murphy, reporter at the Irish Examiner. Views are all my own.",https://pbs.twimg.com/profile_banners/58295433/1646871549,1843014110629527938,False,False,,none,https://pbs.twimg.com/profile_images/1311232839053172736/6yQvmFwa_normal.jpg,,False,58295433,2009-07-19T21:13:45.000Z,,,3329,3364,10976,0,953,Ireland,,
None,CraftyReporter,Ann Murphy,"The musings of Ann Murphy, reporter at the Irish Examiner. Views are all my own.",https://pbs.twimg.com/profile_banners/58295433/1646871549,1843014110629527938,False,False,,none,https://pbs.twimg.com/profile_images/1311232839053172736/6yQvmFwa_normal.jpg,,False,58295433,2009-07-19T21:13:45.000Z,,,3329,3364,10976,0,953,Ireland,,
None,easternblot,Eva Amsen,Science writer // Former blue tick (old system) // she/her // Now mostly at https://t.co/n6d48Vgp3v and https://t.co/xAJLMzToYY,https://pbs.twimg.com/profile_banners/14506075/1708872414,1844689068082221477,False,False,1775090968837980260,none,https://pbs.twimg.com/profile_images/1761764708778975233/NuVNjMj7_normal.jpg,https://t.co/2pq9JbF8AV,False,14506075,2008-04-24T03:28:53.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/2pq9JbF8AV', 'expanded_url': 'https://evaamsen.com/HTSIT', 'display_url': 'evaamsen.com/HTSIT'}]","[{'start': 76, 'end': 99, 'url': 'https://t.co/n6d48Vgp3v', 'expanded_url': 'http://mastodon.social/@easternblot', 'display_url': 'mastodon.social/@easternblot'}, {'start': 104, 'end': 127, 'url': 'https://t.co/xAJLMzToYY', 'expanded_url': 'http://threads.net/@easternblot', 'display_url': 'threads.net/@easternblot'}]",4932,1082,2659,308,6950,"London, UK",,
None,edwardIT,Edoardo Lisi,"A.Journo🗞️@EnergiaOltre @StartMagNews @PolicyMaker_mag @BollettinoIl Nuova Energia

📚@ICompetitivita @icinnovazione

edolisi@hotmail.it

Scribo ergo sum",https://pbs.twimg.com/profile_banners/170301664/1601402607,1844766361987190878,False,False,1843945679271632951,none,https://pbs.twimg.com/profile_images/1311003664971071488/8afrqAfq_normal.jpg,https://t.co/WLkVIn6f6q,False,170301664,2010-07-24T13:17:17.000Z,"[{'start': 0, 'end': 23, 'url': 'https://t.co/WLkVIn6f6q', 'expanded_url': 'https://linktr.ee/edward92', 'display_url': 'linktr.ee/edward92'}]",,2335,3447,4881,10,6317,"Rome,Italy","[{'start': 10, 'end': 23, 'username': 'EnergiaOltre'}, {'start': 24, 'end': 37, 'username': 'StartMagNews'}, {'start': 38, 'end': 54, 'username': 'PolicyMaker_mag'}, {'start': 55, 'end': 68, 'username': 'BollettinoIl'}, {'start': 85, 'end': 100, 'username': 'ICompetitivita'}, {'start': 101, 'end': 115, 'username': 'icinnovazione'}]",
